,PropertyFrontage,PropertyArea,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,MasonryVeneerArea,ExterQual,BasementQuality,BasementCondition,BasementFinishSquareFeet1,BasementUnFinishSquareFeet,TotalBasementSquareFeet,FirstFloorSquareFeet,SecondFloorSquareFeet,LowQualFinSF,AboveGradeGroundLiving Area,BasementFullBath,BasementHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRoomsAboveGrade,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSeasonPorchArea,ScreenPorch,PoolArea,MiscVal,YrSold,SaleCondition,SalePrice,PropertySubClass_1-1/2 STORY - UNFINISHED ALL AGES,PropertySubClass_1-1/2 STORY FINISHED ALL AGES,PropertySubClass_1-STORY 1945 & OLDER,PropertySubClass_1-STORY 1946 & NEWER ALL STYLES,PropertySubClass_1-STORY PUD 1946 & NEWER,PropertySubClass_1-STORY W/FINISHED ATTIC ALL AGES,PropertySubClass_2 FAMILY CONVERSION - ALL STYLES AND AGES,PropertySubClass_2-1/2 STORY ALL AGES,PropertySubClass_2-STORY 1945 & OLDER,PropertySubClass_2-STORY 1946 & NEWER,PropertySubClass_2-STORY PUD - 1946 & NEWER,PropertySubClass_DUPLEX - ALL STYLES AND AGES,PropertySubClass_PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,PropertySubClass_SPLIT FOYER,PropertySubClass_SPLIT OR MULTI-LEVEL,PropertyZone_C (all),PropertyZone_Floating Village Residential,PropertyZone_Residential High-Density,PropertyZone_Residential Low-Density,PropertyZone_Residential Medium Density,Street_Gravel,Street_Paved ,PropertyShape_Irregular,PropertyShape_Moderately Irregular,PropertyShape_Regular,PropertyShape_Slightly irregular,PropertyContour_Hillside ,PropertyContour_Level,PropertyContour_Low lying area,PropertyContour_Significant Slope,Utilities_All public Utilities ,Utilities_Electricity and Gas Only,PropertyConfig_Corner,PropertyConfig_CulDSac,PropertyConfig_FR2,PropertyConfig_FR3,PropertyConfig_Inside,PropertySlope_Gentle slope ,PropertySlope_Moderate slope ,PropertySlope_Severe slope ,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_Briardale,Neighborhood_Brookside,Neighborhood_Clear Creek,Neighborhood_College Creek,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Iowa DOT and Rail Road,Neighborhood_MeadowV,Neighborhood_Mitchell,Neighborhood_NAmes,Neighborhood_Northpark Villa,Neighborhood_Northridge,Neighborhood_Northridge Heights,Neighborhood_Northwest Ames,Neighborhood_Old Town,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_Stone Brook,Neighborhood_Timberland,Neighborhood_Veenker,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Gravel & Tar,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,MasonryVeneerType_BrkCmn,MasonryVeneerType_BrkFace,MasonryVeneerType_Stone,ExterCond_Average/Typical ,ExterCond_Ex,ExterCond_Fair,ExterCond_Good,ExterCond_Poor,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BasementExposure_Average Exposure ,BasementExposure_Good Exposure,BasementExposure_Mimimum Exposure,BasementExposure_No,BasementFinishType1_ Below Average Living Quarters,BasementFinishType1_Average Living Quarters,BasementFinishType1_Average Rec Room,BasementFinishType1_Good Living Quarters,BasementFinishType1_Low Quality,BasementFinishType1_No,BasementFinishType1_Unfinished,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Average/Typical ,HeatingQC_Ex,HeatingQC_Fair,HeatingQC_Good,HeatingQC_Poor,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mixed,Electrical_SBrkr,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_Fin,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,PoolQC_No,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MiscFeature_Gar2,MiscFeature_No,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Apr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,PropertyAge,TotalSquareFeet,YearsSinceRemodel
1261,80,9600,5.0,1.0,0.0,5,1956,1956,3.0,0,0.0,0.0,0.0,504,546,1050,1050,0,0,1050,0,0,1,0,2,1,3.0,5,0,3.0,1956.0,1,338,0.0,5.0,0,0,0,0,0,0,0,2009,5.0,128900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,2100,53
1262,0,11250,5.0,1.0,1.0,4,1957,1989,1.0,0,0.0,0.0,0.0,0,1104,1104,1104,684,0,1788,1,0,1,0,5,1,3.0,8,2,5.0,1957.0,1,304,0.0,5.0,120,0,0,0,0,0,0,2009,5.0,161500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,52,2892,20
1263,60,13515,5.0,1.0,7.0,6,1919,1950,2.0,0,0.0,0.0,0.0,0,764,764,1060,764,0,1824,0,0,1,0,3,1,3.0,8,1,2.0,1940.0,2,520,0.0,5.0,0,0,126,0,0,0,0,2007,5.0,180500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,2588,57
1264,34,4060,5.0,2.0,0.0,6,1998,1999,1.0,0,3.0,3.0,0.0,266,1139,1405,1337,0,0,1337,1,0,2,0,2,1,2.0,5,0,3.0,1998.0,2,511,0.0,5.0,144,68,0,0,0,0,0,2008,0.0,181000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2742,9
1265,35,3735,5.0,2.0,7.0,7,1999,1999,3.0,218,3.0,3.0,0.0,450,241,691,713,739,0,1452,1,0,2,1,3,1,2.0,6,0,3.0,1999.0,2,506,0.0,5.0,0,34,0,0,0,0,0,2006,5.0,183900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2143,7
1266,60,10120,5.0,4.0,6.0,7,1910,1950,3.0,0,2.0,0.0,0.0,0,925,925,964,925,0,1889,0,0,1,1,4,2,3.0,9,1,2.0,1960.0,1,308,0.0,5.0,0,0,264,0,0,0,0,2007,5.0,122000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,2814,57
1269,78,11344,5.0,1.0,1.0,5,1958,1958,1.0,180,0.0,0.0,0.0,460,414,874,874,650,0,1524,0,0,1,1,3,1,3.0,7,0,3.0,1958.0,1,315,0.0,5.0,0,0,0,0,0,0,0,2007,5.0,144000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,2398,49
1271,0,9156,5.0,1.0,0.0,6,1968,1968,3.0,0,0.0,0.0,0.0,0,1489,1489,1489,0,0,1489,0,0,2,0,3,1,2.0,7,1,2.0,1968.0,2,462,0.0,5.0,0,0,0,0,0,0,0,2009,5.0,185750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,2978,41
1272,0,13526,5.0,1.0,0.0,5,1965,1965,3.0,114,0.0,0.0,0.0,560,0,935,935,0,0,935,1,0,1,0,3,1,3.0,5,0,3.0,1965.0,1,288,0.0,5.0,180,0,0,0,0,0,0,2006,5.0,137000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,41,1870,41
1273,124,11512,5.0,1.0,4.0,6,1959,2006,1.0,84,0.0,0.0,0.0,719,300,1019,1357,0,0,1357,1,0,1,0,2,1,0.0,5,1,2.0,1959.0,1,312,0.0,5.0,0,0,0,0,163,0,0,2008,5.0,177000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,49,2376,2
1274,53,5362,5.0,1.0,1.0,5,1910,2003,1.0,0,0.0,0.0,0.0,0,661,661,661,589,0,1250,0,0,2,0,3,1,3.0,8,1,2.0,1985.0,2,552,0.0,5.0,242,0,81,0,0,0,0,2007,5.0,139000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,97,1911,4
1275,95,11345,5.0,0.0,7.0,5,1948,1950,1.0,567,0.0,0.0,0.0,220,708,928,928,992,0,1920,0,0,2,0,4,2,3.0,10,0,3.0,1948.0,2,400,0.0,1.0,0,0,0,0,0,0,0,2007,5.0,137000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,2848,57
1276,0,12936,5.0,1.0,7.0,6,1972,1972,1.0,0,0.0,0.0,2.0,593,130,723,735,660,0,1395,0,1,1,1,3,1,3.0,6,1,5.0,1972.0,2,497,0.0,5.0,294,116,0,0,0,0,0,2009,5.0,162000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,2118,37
1278,75,9473,5.0,1.0,7.0,8,2002,2002,1.0,0,3.0,3.0,0.0,804,324,1128,1128,903,0,2031,1,0,2,1,3,1,2.0,7,1,2.0,2002.0,2,577,0.0,5.0,0,211,0,0,0,0,0,2008,5.0,237000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3159,6
1279,60,7500,5.0,1.0,1.0,4,1920,1950,1.0,0,0.0,0.0,0.0,0,698,698,698,430,0,1128,0,0,1,0,2,1,3.0,6,0,3.0,1980.0,2,528,0.0,5.0,30,0,164,0,0,0,0,2010,0.0,68400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90,1826,60
1280,67,9808,5.0,1.0,0.0,7,2002,2002,1.0,110,3.0,3.0,0.0,788,785,1573,1573,0,0,1573,1,0,2,0,3,1,2.0,6,0,3.0,2002.0,2,544,0.0,5.0,0,72,0,0,0,0,0,2009,5.0,227000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3146,7
1281,50,8049,5.0,1.0,0.0,7,1990,1990,3.0,54,0.0,3.0,0.0,1053,256,1309,1339,0,0,1339,1,0,2,0,2,1,3.0,6,1,5.0,1990.0,2,484,3.0,2.0,0,58,0,0,90,0,0,2006,5.0,180000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2648,16
1282,61,8800,5.0,1.0,0.0,5,1977,2008,1.0,0,0.0,3.0,0.0,532,364,1040,1040,0,0,1040,0,0,2,0,3,1,2.0,5,0,3.0,1977.0,2,484,0.0,5.0,0,0,0,0,288,0,0,2009,5.0,150500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,32,2080,1
1283,94,9400,5.0,0.0,7.0,6,1971,1971,4.0,0,0.0,0.0,0.0,0,912,912,912,912,0,1824,0,0,2,2,4,2,3.0,8,0,3.0,1980.0,0,0,4.0,3.0,128,0,0,0,0,0,0,2010,5.0,139000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,2736,39
1284,50,9638,5.0,1.0,1.0,6,1919,1990,1.0,0,0.0,0.0,0.0,0,804,804,1699,748,0,2447,0,0,2,0,4,1,2.0,10,1,2.0,1969.0,1,336,0.0,5.0,272,0,42,0,116,0,0,2010,5.0,169000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91,3251,20
1285,50,6000,5.0,1.0,1.0,6,1939,1950,1.0,0,0.0,0.0,0.0,0,780,780,825,587,0,1412,0,0,1,0,4,1,3.0,6,1,2.0,1939.0,1,280,0.0,5.0,45,0,0,0,0,0,0,2009,5.0,132500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,70,2192,59
1286,0,9790,5.0,1.0,0.0,6,1963,1963,3.0,451,0.0,0.0,0.0,569,678,1328,1328,0,0,1328,1,0,1,1,3,1,3.0,6,2,2.0,1963.0,2,528,0.0,5.0,0,26,0,0,0,0,0,2010,5.0,143000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2656,47
